,log2FC,padj
LOC_Os04g46830,1.61318,0.0041792
LOC_Os04g47020,1.01949,0.045784
LOC_Os04g47180,1.91597,0.0191308
LOC_Os04g51410,1.78189,0.0416273
LOC_Os04g51460,3.23586,1.16346E-06
LOC_Os04g52840,1.05885,0.0493309
LOC_Os04g52880,1.85924,0.00325208
LOC_Os04g52890,1.55553,0.00448269
LOC_Os04g53160,1.0173,0.0410627
LOC_Os04g53780,1.84945,0.0247863
LOC_Os04g55159,1.18243,0.0330107
LOC_Os04g55670,1.12114,0.030365
LOC_Os04g57550,1.10154,0.0460922
LOC_Os04g57630,1.11291,0.0284475
LOC_Os04g58080,1.9372,0.0078245
LOC_Os04g58420,1.35107,0.0183001
LOC_Os04g58940,3.31963,0.0427497
LOC_Os04g59330,1.21589,0.0164172
LOC_Os04g59340,1.26703,0.0116493
LOC_Os04g59450,1.25612,0.026249
LOC_Os05g01810,1.30043,0.0105162
LOC_Os05g02450,1.60014,0.0331407
LOC_Os05g02710,1.64864,0.024682
LOC_Os05g02730,2.29464,0.0261225
LOC_Os05g03972,1.70571,0.0247098
LOC_Os05g04000,1.20479,0.0322725
LOC_Os05g04740,1.13409,0.0236397
LOC_Os05g05210,1.15246,0.0419626
LOC_Os05g05670,5.10656,0.0021449
LOC_Os05g05680,4.68711,0.00753387
LOC_Os05g06650,1.11954,0.0420345
LOC_Os05g06780,1.57996,0.006263
LOC_Os05g06990,1.01821,0.0410893
LOC_Os05g07830,5.78033,0.0161499
LOC_Os05g10690,2.71262,1.50182E-05
LOC_Os05g10730,2.20604,0.0221943
LOC_Os05g10740,2.80006,1.46438E-05
LOC_Os05g12320,3.98117,0.0241713
LOC_Os05g13630,3.65059,0.0161538
LOC_Os05g25450,1.46005,0.0240521
LOC_Os05g27510,1.79769,0.0386567
LOC_Os05g31280,1.7293,0.00288073
LOC_Os05g32630,1.00212,0.0480314
LOC_Os05g32960,1.01122,0.0448386
LOC_Os05g35200,1.37162,0.0366505
LOC_Os05g35266,1.13676,0.0434182
LOC_Os05g38760,1.79769,0.0386567
LOC_Os05g38980,1.43126,0.00420264
LOC_Os05g39860,1.20372,0.0367428
LOC_Os05g39880,1.95264,0.0021169
LOC_Os05g40010,2.82208,0.00436318
LOC_Os05g40630,1.96266,0.0277566
LOC_Os05g41030,1.46262,0.00756819
LOC_Os05g42250,1.67553,0.00276449
LOC_Os05g42360,2.9328,4.27204E-05
LOC_Os05g43530,1.03362,0.0441616
LOC_Os05g44600,1.24863,0.0243621
LOC_Os05g44810,1.39696,0.0173203
LOC_Os05g46240,1.33896,0.0288201
LOC_Os05g46510,1.47295,0.00954891
LOC_Os05g48010,1.99385,0.0275732
LOC_Os05g48040,2.34756,0.00001749
LOC_Os05g48390,1.20612,0.0212666
LOC_Os05g49280,1.59628,0.0442045
LOC_Os05g50310,1.70308,0.00271755
LOC_Os05g50890,1.17228,0.0218071
LOC_Os05g50910,1.10327,0.0498382
LOC_Os05g51070,1.23247,0.0192935
LOC_Os05g51470,1.37312,0.00881858
LOC_Os06g01195,2.73826,0.0135452
LOC_Os06g02800,1.71135,0.0101143
LOC_Os06g02810,1.50983,0.00894983
LOC_Os06g03030,1.6368,0.034311
LOC_Os06g03040,2.03588,0.0313784
LOC_Os06g04090,1.3547,0.0190391
LOC_Os06g04850,1.97058,0.000135927
LOC_Os06g04870,1.26978,0.012683
LOC_Os06g05010,1.72788,0.0491149
LOC_Os06g05520,1.54628,0.00224232
LOC_Os06g05930,1.56736,0.0106403
LOC_Os06g07230,1.14833,0.0257013
LOC_Os06g07770,1.01609,0.0401868
LOC_Os06g08250,1.05479,0.0358673
LOC_Os06g09350,2.90374,3.56816E-05
LOC_Os06g09660,1.27994,0.0141823
LOC_Os06g10570,1.53522,0.0161985
LOC_Os06g10750,4.79609,0.00291685
LOC_Os06g10990,1.54918,0.0424485
LOC_Os06g11135,1.17692,0.0488716
LOC_Os06g11310,1.8167,0.00277876
LOC_Os06g11980,1.78439,0.00211956
LOC_Os06g14810,1.41558,0.00853336
LOC_Os06g15370,1.28261,0.0109809
LOC_Os06g19990,2.62308,0.0477552
LOC_Os06g22100,1.49562,0.0342567
LOC_Os06g27590,1.19158,0.0437838
LOC_Os06g29220,2.34154,0.00212246
LOC_Os06g34070,1.66329,0.00207248
LOC_Os06g35050,1.10971,0.040317
LOC_Os06g35540,1.62819,0.0185353
LOC_Os06g36450,2.51791,0.00129583
LOC_Os06g36560,1.3398,0.0378525
LOC_Os06g36650,2.72603,2.60382E-05
LOC_Os06g36940,0.986791,0.0489711
LOC_Os06g42164,1.2643,0.0468523
LOC_Os06g42800,1.5578,0.00253002
LOC_Os06g43430,1.11612,0.0461377
LOC_Os06g44250,1.77902,0.0199976
LOC_Os06g44420,2.05969,0.00429373
LOC_Os06g44610,2.12975,0.0436885
LOC_Os06g45020,1.04941,0.0407517
LOC_Os06g45540,1.16207,0.0209044
LOC_Os06g46970,2.24547,0.00185591
LOC_Os06g48510,1.1108,0.0364832
LOC_Os06g48950,1.16807,0.0209165
LOC_Os06g49770,1.29098,0.0161654
LOC_Os06g50390,3.72066,0.0357687
LOC_Os07g01520,1.62313,0.0116667
LOC_Os07g01660,1.1633,0.0248934
LOC_Os07g02100,1.44438,0.0478648
LOC_Os07g03260,1.65195,0.000888066
LOC_Os07g04910,1.11609,0.0468013
LOC_Os07g06470,1.62736,0.0100121
LOC_Os07g06570,1.22653,0.0418147
LOC_Os07g06600,1.44003,0.0486074
LOC_Os07g07340,1.36081,0.0227625
LOC_Os07g08750,1.78041,0.0044074
LOC_Os07g11070,1.34686,0.00745327
LOC_Os07g14540,1.04979,0.0360286
LOC_Os07g19530,1.00892,0.0464065
LOC_Os07g19540,1.24538,0.0454925
LOC_Os07g22460,1.88086,0.00263319
LOC_Os07g26630,1.8765,0.00624136
LOC_Os07g29224,1.04991,0.0322998
LOC_Os07g29750,1.24585,0.0310478
LOC_Os07g31500,2.14546,0.000020427
LOC_Os07g31960,1.70406,0.00573344
LOC_Os07g34110,2.2473,0.0204876
LOC_Os07g35300,1.26331,0.0367666
LOC_Os07g35480,1.5563,0.0025002
LOC_Os07g35520,1.9352,0.000768458
LOC_Os07g35610,1.88083,0.00368282
LOC_Os07g38630,1.55294,0.00611326
LOC_Os07g40220,1.45789,0.0253034
LOC_Os07g41590,1.40546,0.0323261
LOC_Os07g42324,1.98468,0.0207583
LOC_Os07g43290,1.29681,0.0154454
LOC_Os07g43316,1.29987,0.0171826
LOC_Os07g44010,1.79769,0.0184738
LOC_Os07g44410,1.95925,0.0280305
LOC_Os07g46670,1.5673,0.0017055
LOC_Os07g46840,1.45985,0.0276404
LOC_Os07g47960,1.41615,0.00393151
LOC_Os07g48460,2.95836,0.0270129
LOC_Os07g48910,1.46032,0.0194317
