,log2FC,padj
LOC_Os04g30040,-2.333982651,0.009147334
LOC_Os12g34018,-2.341860574,0.034088492
LOC_Os01g68720,-2.347579259,0.009767154
LOC_Os03g56500,-2.355277901,0.021027945
LOC_Os02g14490,-2.383858047,0.036013059
LOC_Os03g04890,-2.383858047,0.036013059
LOC_Os02g49710,-2.390551873,0.029884417
LOC_Os07g46920,-2.39650485,0.007325627
LOC_Os04g58220,-2.42557377,0.01330018
LOC_Os12g03640,-2.43442561,0.020661082
LOC_Os08g09060,-2.437653341,0.0262636
LOC_Os11g35450,-2.442435488,0.030962986
LOC_Os01g04550,-2.457106587,0.011800903
LOC_Os04g49194,-2.499838205,0.006640438
LOC_Os11g44630,-2.523753035,0.03850259
LOC_Os02g17590,-2.537875574,0.020661082
LOC_Os03g02610,-2.560047982,0.019102998
LOC_Os08g07720,-2.599454471,0.01348744
LOC_Os04g22120,-2.629155341,0.004192214
LOC_Os08g34380,-2.660394846,0.027120138
LOC_Os01g42610,-2.716739191,0.041756881
LOC_Os06g38110,-2.716739191,0.041756881
LOC_Os06g06320,-2.75500178,0.022910824
LOC_Os06g16250,-2.76216146,0.041756881
LOC_Os01g49630,-2.785207241,0.019434951
LOC_Os03g46040,-2.790156231,0.011004551
LOC_Os12g26470,-2.791883444,0.020057392
LOC_Os07g26870,-2.796917858,0.013339641
LOC_Os01g19320,-2.806197183,0.033664757
LOC_Os02g48690,-2.814793242,0.019434951
LOC_Os04g58190,-2.814793242,0.019434951
LOC_Os07g33580,-2.84892851,0.033664757
LOC_Os08g16030,-2.84892851,0.033664757
LOC_Os11g44860,-2.866826718,0.017459041
LOC_Os04g27810,-2.8872787,0.00705773
LOC_Os07g03710,-2.900076227,0.014149938
LOC_Os07g46080,-2.911472475,0.006537408
LOC_Os08g29040,-2.914709907,0.015240223
LOC_Os07g35630,-2.96105477,0.013339641
LOC_Os07g11870,-2.966183027,0.008030972
LOC_Os05g38130,-2.970015886,0.022314819
LOC_Os01g13610,-3.081722495,0.018334706
LOC_Os01g72680,-3.081722495,0.018334706
LOC_Os06g10790,-3.095914074,0.003998158
LOC_Os08g29030,-3.185397886,0.015150304
LOC_Os11g36000,-3.192597806,0.001459145
LOC_Os04g57860,-3.2122684,0.045799632
LOC_Os03g57050,-3.218364305,0.012586629
LOC_Os01g40580,-3.272985432,0.045799632
LOC_Os03g20740,-3.284062513,0.010453099
LOC_Os03g46470,-3.331250004,0.034780972
LOC_Os01g68730,-3.3431767,0.008819448
LOC_Os04g30260,-3.441162208,0.026706022
LOC_Os02g13620,-3.473817514,0.002910357
LOC_Os11g44500,-3.493129746,0.026706022
LOC_Os01g43590,-3.538567428,0.005352624
LOC_Os08g30590,-3.591765195,0.020717199
LOC_Os12g11860,-3.591765195,0.020717199
LOC_Os02g45100,-3.639134461,0.012586629
LOC_Os09g19229,-3.684086441,0.016225581
LOC_Os06g38120,-3.73034752,0.000108014
LOC_Os10g39300,-3.74319351,0.000244469
LOC_Os01g58130,-3.852696888,0.010215989
LOC_Os12g31540,-3.872774086,0.000216342
LOC_Os05g34150,-3.967364554,0.008203511
LOC_Os11g33970,-3.967364554,0.008203511
LOC_Os06g43780,-4.140289286,0.004429481
LOC_Os07g23430,-4.204044805,0.00365261
LOC_Os10g39260,-4.204354573,3.94E-05
LOC_Os07g48030,-5.482969683,5.71E-05
LOC_Os01g69930,-5.753189155,0.048219086
LOC_Os01g71474,-5.753189155,0.048219086
LOC_Os02g45160,-5.753189155,0.048219086
LOC_Os03g08624,-5.753189155,0.048219086
LOC_Os03g37954,-5.753189155,0.048219086
LOC_Os04g28860,-5.753189155,0.048219086
LOC_Os04g47090,-5.753189155,0.048219086
LOC_Os05g27060,-5.753189155,0.048219086
LOC_Os05g32830,-5.753189155,0.048219086
LOC_Os06g04699,-5.753189155,0.048219086
LOC_Os07g32290,-5.753189155,0.048219086
LOC_Os08g03070,-5.753189155,0.048219086
LOC_Os08g43350,-5.753189155,0.048219086
LOC_Os09g16550,-5.753189155,0.048219086
LOC_Os09g18390,-5.753189155,0.048219086
LOC_Os10g11280,-5.753189155,0.048219086
LOC_Os10g38920,-5.753189155,0.048219086
LOC_Os10g41083,-5.753189155,0.048219086
LOC_Os12g32140,-5.753189155,0.048219086
LOC_Os12g37050,-5.753189155,0.048219086
LOC_Os08g24900,-5.850940523,0.048219086
LOC_Os01g06220,-5.942486848,0.032764251
LOC_Os04g31080,-5.942486848,0.032764251
LOC_Os04g56000,-5.942486848,0.032764251
LOC_Os06g28030,-5.942486848,0.032764251
LOC_Os07g46130,-5.942486848,0.032764251
LOC_Os10g19330,-5.942486848,0.032764251
LOC_Os11g35660,-5.942486848,0.032764251
LOC_Os11g46880,-5.942486848,0.032764251
LOC_Os12g34700,-5.942486848,0.032764251
LOC_Os01g29050,-6.109802946,0.02277515
LOC_Os06g32730,-6.109802946,0.02277515
LOC_Os09g19500,-6.109802946,0.02277515
LOC_Os01g19880,-6.18670556,0.02277515
LOC_Os11g45540,-6.259715516,0.016154467
LOC_Os12g05860,-6.259715516,0.016154467
LOC_Os12g24330,-6.259715516,0.016154467
LOC_Os07g48020,-6.272462774,4.66E-09
LOC_Os02g47090,-6.395506354,0.016154467
LOC_Os04g44730,-6.395506354,0.016154467
LOC_Os06g42540,-6.395506354,0.016154467
LOC_Os07g08350,-6.395506354,0.016154467
LOC_Os04g27340,-6.68778522,0.006379424
LOC_Os06g51210,-6.838388207,0.00481584
LOC_Os12g36220,-7.017476503,0.002843659
LOC_Os04g37970,-7.285663257,0.001391155
LOC_Os10g02980,-7.582898212,1.52E-08
LOC_Os02g39090,-7.902158665,0.000172911
LOC_Os07g48010,-9.287467889,1.13E-06
