,log2FC,padj
LOC_Os02g48094,–2.29096,0.00005
LOC_Os02g48570,2.16851,0.00005
LOC_Os02g48640,1.51949,0.00005
LOC_Os02g48740,1.27405,0.00005
LOC_Os02g48770,6.07433,0.00005
LOC_Os02g49230,1.50846,0.00005
LOC_Os02g49420,–1.2616,0.00005
LOC_Os02g49520,–1.08034,0.00005
LOC_Os02g49670,–1.28121,0.00005
LOC_Os02g49720,1.22399,0.00005
LOC_Os02g49986,4.25867,0.00005
LOC_Os02g50130,2.46589,0.00005
LOC_Os02g50210,1.46573,0.00005
LOC_Os02g50230,1.32025,0.00005
LOC_Os02g50600,1.54102,0.00005
LOC_Os02g51280,–1.30194,0.00005
LOC_Os02g51410,2.38093,0.00005
LOC_Os02g51500,1.47907,0.00005
LOC_Os02g51540,2.41384,0.00005
LOC_Os02g51620,–1.59452,0.00005
LOC_Os02g51680,1.08779,0.00005
LOC_Os02g51750,1.38702,0.00005
LOC_Os02g51780,1.86673,0.00005
LOC_Os02g51950,–1.29947,0.00005
LOC_Os02g51970,3.41903,0.00005
LOC_Os02g52010,2.9378,0.00005
LOC_Os02g52130,–1.15529,0.00005
LOC_Os02g52150,5.47269,0.00005
LOC_Os02g52190,–1.73386,0.00005
LOC_Os02g52210,2.42568,0.00005
LOC_Os02g52260,1.27318,0.00005
LOC_Os02g52340,2.36454,0.00005
LOC_Os02g52360,1.24748,0.00005
LOC_Os02g52460,–1.23283,0.00005
LOC_Os02g52480,–1.7027,0.00005
LOC_Os02g52620,1.63499,0.0001
LOC_Os02g52780,4.59189,0.00005
LOC_Os02g52840,2.28021,0.00005
LOC_Os02g53160,1.51285,0.00005
LOC_Os02g53200,–1.25271,0.00005
LOC_Os02g53280,–1.37901,0.00005
LOC_Os02g53530,–3.29547,0.0001
LOC_Os02g53690,–1.28055,0.00005
LOC_Os02g54130,2.75076,0.00005
LOC_Os02g54140,3.93403,0.00005
LOC_Os02g54190,–2.29343,0.00005
LOC_Os02g54600,1.26925,0.00005
LOC_Os02g54730,–1.20101,0.00005
LOC_Os02g54780,2.17325,0.00005
LOC_Os02g54820,5.15478,0.00005
LOC_Os02g54890,1.0213,0.00005
LOC_Os02g55060,–1.00012,0.00005
LOC_Os02g55130,–1.57352,0.00005
LOC_Os02g55410,–1.45656,0.00005
LOC_Os02g55430,1.13721,0.00005
LOC_Os02g55560,1.05054,0.00005
LOC_Os02g55610,4.34326,0.00005
