,log2FC,padj
LOC_Os04g35880,1.982302023,5.00E-05
LOC_Os08g45170,1.97940356,5.00E-05
LOC_Os05g31760,1.976659083,5.00E-05
LOC_Os01g18050,1.974895878,5.00E-05
LOC_Os09g28690,1.973593825,5.00E-05
LOC_Os10g40730,1.971271457,5.00E-05
LOC_Os01g39020,1.967805109,5.00E-05
LOC_Os01g56180,1.967778698,5.00E-05
LOC_Os02g21700,1.967309232,5.00E-05
LOC_Os05g16420,1.966613179,5.00E-05
LOC_Os01g56330,1.966412179,5.00E-05
LOC_Os09g39430,1.964203205,5.00E-05
LOC_Os06g36880,1.963338509,5.00E-05
LOC_Os09g29404,1.959327438,5.00E-05
LOC_Os02g13870,1.957791509,5.00E-05
LOC_Os01g65460,1.954017364,5.00E-05
LOC_Os10g09240,1.953915448,5.00E-05
LOC_Os06g38960,1.953574687,0.0001
LOC_Os07g40860,1.952084254,5.00E-05
LOC_Os03g03980,1.946755185,0.00475
LOC_Os01g22640,1.945680742,5.00E-05
LOC_Os03g12910,1.93901171,5.00E-05
LOC_Os03g61360,1.938735131,5.00E-05
LOC_Os05g38500,1.938002832,0.00015
LOC_Os05g38270,1.93626961,5.00E-05
LOC_Os12g05810,1.933889699,0.00465
LOC_Os06g13830,1.93256366,0.0057
LOC_Os08g36860,1.931556303,5.00E-05
LOC_Os09g32320,1.924684169,0.0003
LOC_Os07g37010,1.924151375,5.00E-05
LOC_Os02g41954,1.923139923,5.00E-05
LOC_Os12g38170,1.922388809,5.00E-05
LOC_Os01g16370,1.920216147,5.00E-05
LOC_Os01g10140,1.919150674,5.00E-05
LOC_Os04g29090,1.918872875,5.00E-05
LOC_Os01g49280,1.918371532,0.00585
LOC_Os04g15920,1.915293779,5.00E-05
LOC_Os01g53260,1.915157117,5.00E-05
LOC_Os12g41600,1.914893645,0.0003
LOC_Os02g04369,1.912898149,5.00E-05
LOC_Os02g10630,1.91265398,5.00E-05
LOC_Os01g50720,1.912596192,5.00E-05
LOC_Os06g21820,1.912288046,5.00E-05
LOC_Os03g56430,1.911984123,5.00E-05
LOC_Os01g31360,1.911096465,5.00E-05
LOC_Os03g43684,1.909773622,5.00E-05
LOC_Os06g15910,1.909728848,5.00E-05
LOC_Os12g03040,1.907784528,5.00E-05
LOC_Os01g60640,1.904457722,0.0023
LOC_Os08g44210,1.901260836,5.00E-05
LOC_Os05g49350,1.899889947,5.00E-05
LOC_Os02g51750,1.899477873,5.00E-05
LOC_Os01g44960,1.898236279,0.0004
LOC_Os05g28520,1.897169078,0.0001
LOC_Os02g53160,1.895207113,0.00175
LOC_Os12g32610,1.892748544,0.0169
LOC_Os11g02470,1.891789536,0.0038
LOC_Os10g41170,1.891587308,0.00215
LOC_Os01g16170,1.887046332,5.00E-05
LOC_Os01g61850,1.886649328,5.00E-05
LOC_Os08g43320,1.884332491,5.00E-05
LOC_Os05g05060,1.884209192,5.00E-05
LOC_Os03g52630,1.882125341,5.00E-05
LOC_Os02g09630,1.878252448,5.00E-05
LOC_Os04g40560,1.877686448,0.0005
LOC_Os02g26470,1.876356616,5.00E-05
LOC_Os05g18470,1.87621257,5.00E-05
LOC_Os03g29960,1.875416799,5.00E-05
LOC_Os01g07910,1.874766816,5.00E-05
LOC_Os07g40850,1.873684029,0.00575
LOC_Os08g17870,1.872557578,5.00E-05
LOC_Os12g02370,1.869832144,5.00E-05
LOC_Os03g60190,1.867465691,5.00E-05
LOC_Os11g28184,1.866628674,5.00E-05
LOC_Os05g46790,1.864435146,5.00E-05
LOC_Os12g26290,1.862162814,5.00E-05
LOC_Os11g06720,1.859419676,5.00E-05
LOC_Os05g44030,1.859229711,5.00E-05
LOC_Os02g41650,1.857352442,5.00E-05
LOC_Os02g37800,1.851739084,5.00E-05
LOC_Os02g05744,1.850702505,5.00E-05
LOC_Os02g34860,1.848751234,5.00E-05
LOC_Os07g02940,1.846856538,5.00E-05
LOC_Os04g46440,1.842289888,0.0065
LOC_Os02g52810,1.839016745,5.00E-05
LOC_Os03g11320,1.837015052,5.00E-05
LOC_Os01g37950,1.833243462,0.00645
LOC_Os06g49880,1.829751475,5.00E-05
LOC_Os04g48380,1.8282449,0.00745
LOC_Os10g36880,1.827061386,5.00E-05
LOC_Os01g22352,1.826122443,5.00E-05
LOC_Os05g02820,1.824740286,5.00E-05
LOC_Os07g40690,1.824635863,0.0023
LOC_Os06g35050,1.824356501,5.00E-05
LOC_Os01g52610,1.819001353,5.00E-05
LOC_Os02g18880,1.816845173,0.01985
LOC_Os01g19630,1.81560875,5.00E-05
LOC_Os09g25770,1.815579586,5.00E-05
LOC_Os06g47620,1.814780368,5.00E-05
LOC_Os01g25990,1.814027254,5.00E-05
LOC_Os05g02310,1.81101799,5.00E-05
LOC_Os08g04500,1.809648676,5.00E-05
LOC_Os08g38910,1.808728186,5.00E-05
LOC_Os12g02080,1.807265209,5.00E-05
LOC_Os02g44930,1.8060126,5.00E-05
LOC_Os03g15020,1.805049218,5.00E-05
LOC_Os02g53720,1.804540284,5.00E-05
