,log2FC,padj
LOC_Os10g25140,-2.332424142,0.021003933
LOC_Os06g18010,-2.338888806,0.008764956
LOC_Os05g48270,-2.348158794,0.013623884
LOC_Os09g25090,-2.348484505,0.011764679
LOC_Os04g33630,-2.351065063,0.010817013
LOC_Os10g40600,-2.3527138,0.00913512
LOC_Os02g35970,-2.357725902,0.036672434
LOC_Os07g32630,-2.370607323,0.007648586
LOC_Os11g38010,-2.383845512,0.013189951
LOC_Os11g25260,-2.386743187,0.009351963
LOC_Os09g01000,-2.399297783,0.006137387
LOC_Os02g10690,-2.412650708,0.025121187
LOC_Os07g41590,-2.429264865,0.03850259
LOC_Os03g64230,-2.42992765,0.038983062
LOC_Os06g04889,-2.430290392,0.02308602
LOC_Os03g29920,-2.431064101,0.011754183
LOC_Os01g53370,-2.439940588,0.01052356
LOC_Os05g32970,-2.447096374,0.008620821
LOC_Os09g38239,-2.448169145,0.020903485
LOC_Os02g44710,-2.464104408,0.042028125
LOC_Os11g33250,-2.464104408,0.042028125
LOC_Os09g28690,-2.466116531,0.011349218
LOC_Os04g51460,-2.470321368,0.023000594
LOC_Os04g01140,-2.479425675,0.005526878
LOC_Os04g11970,-2.484769188,0.008157534
LOC_Os06g11660,-2.506911412,0.007348737
LOC_Os01g66200,-2.507361707,0.007573666
LOC_Os08g28790,-2.50888254,0.007184348
LOC_Os05g09740,-2.537273541,0.015141462
LOC_Os08g38270,-2.537273541,0.015141462
LOC_Os04g54240,-2.543416699,0.02308602
LOC_Os07g38480,-2.544005404,0.03224147
LOC_Os04g53180,-2.547037222,0.018852638
LOC_Os06g18140,-2.56118882,0.046195495
LOC_Os02g31140,-2.563092351,0.036013059
LOC_Os02g09850,-2.564252496,0.0262636
LOC_Os03g43650,-2.582095158,0.01468201
LOC_Os09g25000,-2.58457522,0.041756881
LOC_Os07g34580,-2.594634469,0.030962986
LOC_Os01g60170,-2.61466581,0.023136836
LOC_Os04g02510,-2.628006241,0.018523963
LOC_Os03g18900,-2.630045155,0.010849845
LOC_Os07g18158,-2.633121559,0.020057392
LOC_Os04g54280,-2.643087891,0.03850259
LOC_Os11g35310,-2.643087891,0.03850259
LOC_Os04g39100,-2.65028887,0.022910824
LOC_Os07g42610,-2.655722321,0.026707832
LOC_Os11g02369,-2.660767614,0.004033438
LOC_Os09g07460,-2.668511,0.016636829
LOC_Os10g41130,-2.672193706,0.012880261
LOC_Os06g13600,-2.67712413,0.010295292
LOC_Os07g05360,-2.679575906,0.002543187
LOC_Os05g06300,-2.68712912,0.018080005
LOC_Os05g06790,-2.720586401,0.03224147
LOC_Os05g43860,-2.720586401,0.03224147
LOC_Os09g35600,-2.720586401,0.03224147
